Datetime,Open,High,Low,Close,Adj Close,Volume,Pivot,Signal,Position,Returns,Cumulative_Returns
2024-06-10 00:00:00,156.89599609375,156.906005859375,156.81300354003906,156.83799743652344,156.83799743652344,0,157.0233357747396,0,0,0.0,1.0
2024-06-10 00:15:00,156.8470001220703,156.91200256347656,156.8000030517578,156.86099243164062,156.86099243164062,0,157.0233357747396,0,0,0.0,1.0
2024-06-10 00:30:00,156.8520050048828,156.8780059814453,156.8179931640625,156.8560028076172,156.8560028076172,0,157.0233357747396,0,0,0.0,1.0
2024-06-10 00:45:00,156.8509979248047,156.88600158691406,156.81900024414062,156.82200622558594,156.82200622558594,0,157.0233357747396,0,0,0.0,1.0
2024-06-10 01:00:00,156.82000732421875,156.86199951171875,156.7169952392578,156.77499389648438,156.77499389648438,0,157.0233357747396,0,0,0.0,1.0
2024-06-10 01:15:00,156.7740020751953,156.93699645996094,156.7689971923828,156.88999938964844,156.88999938964844,0,157.0233357747396,0,0,0.0,1.0
2024-06-10 01:30:00,156.88400268554688,156.95599365234375,156.8470001220703,156.93600463867188,156.93600463867188,0,157.0233357747396,0,0,0.0,1.0
2024-06-10 01:45:00,156.93699645996094,156.96800231933594,156.83399963378906,156.83700561523438,156.83700561523438,0,157.0233357747396,0,0,0.0,1.0
2024-06-10 02:00:00,156.83799743652344,156.92599487304688,156.76800537109375,156.91400146484375,156.91400146484375,0,157.0233357747396,0,0,0.0,1.0
2024-06-10 02:15:00,156.91700744628906,156.9429931640625,156.8350067138672,156.93299865722656,156.93299865722656,0,157.0233357747396,0,0,0.0,1.0
2024-06-10 02:30:00,156.93299865722656,156.97999572753906,156.90199279785156,156.94000244140625,156.94000244140625,0,157.0233357747396,0,0,0.0,1.0
2024-06-10 02:45:00,156.93899536132812,156.9720001220703,156.86099243164062,156.90199279785156,156.90199279785156,0,157.0233357747396,0,0,0.0,1.0
2024-06-10 03:00:00,156.8979949951172,156.94700622558594,156.88400268554688,156.88699340820312,156.88699340820312,0,157.0233357747396,0,0,0.0,1.0
2024-06-10 03:15:00,156.88600158691406,156.95199584960938,156.88400268554688,156.9199981689453,156.9199981689453,0,157.0233357747396,0,0,0.0,1.0
2024-06-10 03:30:00,156.9149932861328,156.99600219726562,156.91400146484375,156.96499633789062,156.96499633789062,0,157.0233357747396,0,0,0.0,1.0
2024-06-10 03:45:00,156.9720001220703,156.98500061035156,156.9199981689453,156.9759979248047,156.9759979248047,0,157.0233357747396,0,0,0.0,1.0
2024-06-10 04:00:00,156.9739990234375,157.11399841308594,156.96600341796875,157.093994140625,157.093994140625,0,157.0233357747396,1,0,0.0,1.0
2024-06-10 04:15:00,157.093994140625,157.18499755859375,157.08799743652344,157.12100219726562,157.12100219726562,0,157.0233357747396,0,0,0.0,1.0
2024-06-10 04:30:00,157.1199951171875,157.16299438476562,157.10400390625,157.14999389648438,157.14999389648438,0,157.0233357747396,0,0,0.0,1.0
2024-06-10 04:45:00,157.14999389648438,157.1929931640625,157.1320037841797,157.1529998779297,157.1529998779297,0,157.0233357747396,0,0,0.0,1.0
2024-06-10 05:00:00,157.1490020751953,157.17999267578125,157.10800170898438,157.14500427246094,157.14500427246094,0,157.0233357747396,0,0,0.0,1.0
2024-06-10 05:15:00,157.14599609375,157.16700744628906,157.05799865722656,157.0749969482422,157.0749969482422,0,157.0233357747396,0,0,0.0,1.0
2024-06-10 05:30:00,157.0709991455078,157.13800048828125,157.02000427246094,157.11500549316406,157.11500549316406,0,157.0233357747396,1,0,0.0,1.0
2024-06-10 05:45:00,157.11500549316406,157.156005859375,157.10499572753906,157.12399291992188,157.12399291992188,0,157.0233357747396,0,0,0.0,1.0
2024-06-10 06:00:00,157.1199951171875,157.17100524902344,157.09300231933594,157.12899780273438,157.12899780273438,0,157.0233357747396,0,0,0.0,1.0
2024-06-10 06:15:00,157.1269989013672,157.13499450683594,157.02099609375,157.05299377441406,157.05299377441406,0,157.0233357747396,1,0,0.0,1.0
2024-06-10 06:30:00,157.05299377441406,157.11199951171875,157.0399932861328,157.09300231933594,157.09300231933594,0,157.0233357747396,0,0,0.0,1.0
2024-06-10 06:45:00,157.08999633789062,157.0959930419922,157.0240020751953,157.0709991455078,157.0709991455078,0,157.0233357747396,0,0,0.0,1.0
2024-06-10 07:00:00,157.0679931640625,157.12100219726562,157.0030059814453,157.0540008544922,157.0540008544922,0,157.0233357747396,1,0,0.0,1.0
2024-06-10 07:15:00,157.05099487304688,157.12600708007812,157.04400634765625,157.09500122070312,157.09500122070312,0,157.0233357747396,0,0,0.0,1.0
2024-06-10 07:30:00,157.10000610351562,157.1820068359375,157.0760040283203,157.16600036621094,157.16600036621094,0,157.0233357747396,0,0,0.0,1.0
2024-06-10 07:45:00,157.16700744628906,157.17999267578125,157.08299255371094,157.10299682617188,157.10299682617188,0,157.0233357747396,0,0,0.0,1.0
2024-06-10 08:00:00,157.0989990234375,157.10400390625,156.92799377441406,157.02999877929688,157.02999877929688,0,157.0233357747396,1,0,-0.0009547146660446259,0.9990452853339554
2024-06-10 08:15:00,157.0279998779297,157.07200622558594,156.99400329589844,157.0189971923828,157.0189971923828,0,157.0233357747396,0,0,0.0,0.9990452853339554
2024-06-10 08:30:00,157.0189971923828,157.0279998779297,156.9499969482422,156.9600067138672,156.9600067138672,0,157.0233357747396,-1,0,0.0,0.9990452853339554
2024-06-10 08:45:00,156.95700073242188,157.03500366210938,156.94000244140625,157.00100708007812,157.00100708007812,0,157.0233357747396,-1,0,0.0,0.9990452853339554
2024-06-10 09:00:00,156.9980010986328,157.03900146484375,156.87399291992188,156.906005859375,156.906005859375,0,157.0233357747396,0,0,-0.00095523149185544,0.9980909658156147
2024-06-10 09:15:00,156.91000366210938,157.0019989013672,156.88800048828125,157.0,157.0,0,157.0233357747396,0,0,0.0,0.9980909658156147
2024-06-10 09:30:00,157.0,157.03199768066406,156.9759979248047,157.0030059814453,157.0030059814453,0,157.0233357747396,0,0,0.0,0.9980909658156147
2024-06-10 09:45:00,157.0050048828125,157.00900268554688,156.8979949951172,156.9550018310547,156.9550018310547,0,157.0233357747396,0,0,0.0,0.9980909658156147
2024-06-10 10:00:00,156.9530029296875,156.96800231933594,156.79299926757812,156.81300354003906,156.81300354003906,0,157.0233357747396,0,0,0.0,0.9980909658156147
2024-06-10 10:15:00,156.81300354003906,156.8560028076172,156.78199768066406,156.7969970703125,156.7969970703125,0,157.0233357747396,0,0,0.0,0.9980909658156147
2024-06-10 10:30:00,156.79800415039062,156.86199951171875,156.78199768066406,156.85800170898438,156.85800170898438,0,157.0233357747396,-1,0,0.0,0.9980909658156147
2024-06-10 10:45:00,156.86000061035156,156.91299438476562,156.85499572753906,156.90199279785156,156.90199279785156,0,157.0233357747396,0,0,0.0,0.9980909658156147
2024-06-10 11:00:00,156.8979949951172,156.91099548339844,156.74000549316406,156.77999877929688,156.77999877929688,0,157.0233357747396,0,0,0.0015923464737553428,0.9996802724455183
2024-06-10 11:15:00,156.78199768066406,156.8280029296875,156.75599670410156,156.8249969482422,156.8249969482422,0,157.0233357747396,0,0,0.0,0.9996802724455183
2024-06-10 11:30:00,156.82200622558594,156.89599609375,156.81399536132812,156.8679962158203,156.8679962158203,0,157.0233357747396,0,0,0.0,0.9996802724455183
2024-06-10 11:45:00,156.86599731445312,156.88900756835938,156.8000030517578,156.82699584960938,156.82699584960938,0,157.0233357747396,0,0,0.0,0.9996802724455183
2024-06-10 12:00:00,156.82699584960938,156.88400268554688,156.80999755859375,156.8560028076172,156.8560028076172,0,157.0233357747396,0,0,0.0,0.9996802724455183
2024-06-10 12:15:00,156.85699462890625,156.89999389648438,156.8520050048828,156.89300537109375,156.89300537109375,0,157.0233357747396,0,0,0.0,0.9996802724455183
2024-06-10 12:30:00,156.89199829101562,156.96299743652344,156.89100646972656,156.9149932861328,156.9149932861328,0,157.0233357747396,0,0,0.0,0.9996802724455183
2024-06-10 12:45:00,156.91700744628906,156.93699645996094,156.8280029296875,156.88099670410156,156.88099670410156,0,157.0233357747396,0,0,0.0,0.9996802724455183
2024-06-10 13:00:00,156.87600708007812,156.90199279785156,156.83599853515625,156.86199951171875,156.86199951171875,0,157.0233357747396,0,0,0.0,0.9996802724455183
2024-06-10 13:15:00,156.86000061035156,156.93299865722656,156.7949981689453,156.927001953125,156.927001953125,0,157.0233357747396,0,0,0.0,0.9996802724455183
2024-06-10 13:30:00,156.9239959716797,157.0070037841797,156.91400146484375,156.99400329589844,156.99400329589844,0,157.0233357747396,0,0,0.0,0.9996802724455183
2024-06-10 13:45:00,156.9980010986328,157.00599670410156,156.947998046875,156.97000122070312,156.97000122070312,0,157.0233357747396,0,0,0.0,0.9996802724455183
2024-06-10 14:00:00,156.98300170898438,156.9949951171875,156.8520050048828,156.86000061035156,156.86000061035156,0,157.0233357747396,0,0,0.0,0.9996802724455183
2024-06-10 14:15:00,156.86000061035156,156.90899658203125,156.81100463867188,156.87899780273438,156.87899780273438,0,157.0233357747396,0,0,0.0,0.9996802724455183
2024-06-10 14:30:00,156.87600708007812,156.9290008544922,156.83799743652344,156.8990020751953,156.8990020751953,0,157.0233357747396,0,0,0.0,0.9996802724455183
2024-06-10 14:45:00,156.89999389648438,156.91099548339844,156.8280029296875,156.89700317382812,156.89700317382812,0,157.0233357747396,0,0,0.0,0.9996802724455183
2024-06-10 15:00:00,156.89199829101562,156.94400024414062,156.87399291992188,156.9290008544922,156.9290008544922,0,157.0233357747396,0,0,0.0,0.9996802724455183
2024-06-10 15:15:00,156.92799377441406,156.9429931640625,156.86399841308594,156.8780059814453,156.8780059814453,0,157.0233357747396,0,0,0.0,0.9996802724455183
